,game,Genre,ESRB_Rating,Platform,Publisher,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
9158,dynasty warriors gundam,Action,T,X360,Namco Bandai,6.0,0.19,0.15,0.01,0.02,0.01,2007.0
9169,tekken tag tournament 2,Fighting,T,WiiU,Namco Bandai Games,8.1,0.19,0.09,0.07,0.01,0.01,2012.0
9187,earth defense force insect armageddon,Shooter,T,X360,D3 Publisher,6.7,0.19,0.1,0.04,0.03,0.01,2011.0
9192,half minute hero,Role Playing,E10,PSP,Xseed Games,8.5,0.19,0.08,0.02,0.07,0.02,2009.0
9202,shadows of the damned,Action,M,X360,Electronic Arts,7.6,0.19,0.1,0.06,0.01,0.02,2011.0
9235,samurai warriors state of war,Action,T,PSP,KOEI,6.5,0.19,0.07,0.0,0.11,0.01,2006.0
9241,the munchables,Action,E,Wii,Namco Bandai,8.0,0.18,0.17,0.0,0.0,0.01,2009.0
9271,disgaea ds,Role Playing,T,DS,NIS America,8.0,0.18,0.11,0.01,0.05,0.01,2008.0
9279,ar tonelico 2 melody of metafalica,Role Playing,T,PS2,NIS America,7.2,0.18,0.04,0.03,0.11,0.01,2009.0
9320,call of juarez,Shooter,M,X360,Ubisoft,6.9,0.18,0.14,0.02,0.0,0.01,2007.0
9324,resident evil revelations,Action,M,PS4,Capcom,7.2,0.18,0.06,0.06,0.04,0.02,2017.0
9365,metal gear acd 2,Strategy,M,PSP,Konami,8.3,0.18,0.11,0.01,0.05,0.01,2006.0
9381,trinity universe,Role Playing,T,PS3,NIS America,6.2,0.18,0.07,0.06,0.03,0.02,2010.0
9432,naruto shippuden dragon blade chronicles,Action,E10,Wii,Atlus,4.3,0.18,0.11,0.02,0.05,0.01,2010.0
9473,dynasty warriors gundam 3,Action,T,X360,Tecmo Koei,6.5,0.18,0.11,0.03,0.02,0.01,2011.0
9481,velvet assassin,Shooter,M,X360,SouthPeak Interactive,5.3,0.18,0.14,0.02,0.01,0.01,2009.0
9582,lets tap,Misc,E,Wii,Sega,7.0,0.17,0.08,0.06,0.01,0.02,2009.0
9678,the cursed crusade,Action,M,PS3,Atlus,4.0,0.17,0.07,0.07,0.01,0.02,2011.0
9731,clock tower ii the struggle within,Adventure,M,PS,Agetec,4.4,0.17,0.02,0.01,0.12,0.01,1999.0
9748,bomberman land,Misc,E,Wii,Hudson Soft,6.0,0.17,0.11,0.02,0.03,0.01,2008.0
9760,lost kingdoms,Role Playing,T,GC,Activision,7.3,0.17,0.1,0.02,0.04,0.0,2002.0
9788,zoo keeper,Puzzle,E,DS,Ignition Entertainment,7.2,0.17,0.1,0.01,0.05,0.01,2005.0
9803,cubivore survival of the fittest,Adventure,E,GC,Atlus,7.1,0.17,0.01,0.0,0.15,0.0,2002.0
9824,castlevania judgment,Fighting,T,Wii,Konami,4.6,0.16,0.12,0.02,0.01,0.01,2008.0
9839,clash of the titans the videogame,Action,T,X360,Namco Bandai,3.8,0.16,0.08,0.06,0.0,0.02,2010.0
9864,guilty gear judgment,Fighting,T,PSP,Majesco,7.5,0.16,0.13,0.0,0.02,0.01,2006.0
9881,el shaddai ascension of the metatron,Action,T,X360,Ignition Entertainment,8.0,0.16,0.07,0.05,0.03,0.01,2011.0
9889,marble saga kororinpa,Puzzle,E,Wii,Konami,7.4,0.16,0.09,0.05,0.0,0.01,2009.0
9941,the king of fighters xii,Fighting,T,PS3,Ignition Entertainment,6.0,0.16,0.11,0.01,0.03,0.01,2009.0
9962,klonoa,Platform,E10,Wii,Namco Bandai,7.6,0.16,0.1,0.02,0.03,0.01,2009.0
9972,innocent life a futuristic harvest moon,Simulation,E,PSP,Natsume,6.5,0.16,0.08,0.03,0.03,0.02,2007.0
10014,custom robo arena,Fighting,E10,DS,Nintendo,7.4,0.16,0.01,0.02,0.12,0.0,2007.0
10028,konami krazy racers,Racing,E,GBA,Konami,7.7,0.16,0.09,0.03,0.04,0.0,2001.0
10044,dragon ball origins 2,Action,T,DS,Namco Bandai,6.9,0.16,0.05,0.02,0.08,0.01,2010.0
10057,naruto powerful shippuden,Action Adventure,E10,3DS,Namco Bandai Games,8.0,0.16,0.08,0.02,0.04,0.01,2013.0
10065,castlevania lords of shadow mirror of fate,Action Adventure,M,3DS,Konami Digital Entertainment,7.2,0.16,0.04,0.08,0.03,0.01,2013.0
10095,arcana heart,Fighting,T,PS2,Atlus,8.1,0.16,0.06,0.05,0.04,0.02,2008.0
10099,xenoblade chronicles 2 torna the golden country,Role Playing,T,NS,Nintendo,7.5,0.16,0.08,0.05,0.02,0.01,2018.0
10112,gravity rush remastered,Action Adventure,T,PS4,Sony Computer Entertainment,7.9,0.16,0.02,0.06,0.05,0.02,2016.0
10122,fist of the north star kens rage,Action,M,X360,Tecmo Koei,5.4,0.16,0.07,0.02,0.06,0.01,2010.0
10228,project sylpheed arc of deception,Shooter,T,X360,Microsoft,6.7,0.15,0.12,0.01,0.02,0.01,2007.0
10288,space invaders extreme,Shooter,E,DS,Square Enix,8.3,0.15,0.12,0.01,0.01,0.01,2008.0
10292,fifa 06 road to fifa world cup,Sports,E,X360,EA Sports,6.1,0.15,0.11,0.02,0.01,0.01,2005.0
10411,armored core for answer,Simulation,T,X360,Ubisoft,6.5,0.15,0.06,0.01,0.07,0.01,2008.0
10415,gearclub unlimited,Racing,E,NS,Microids,6.1,0.15,0.1,0.03,0.01,0.01,2017.0
10447,metroid prime federation force,Action,T,3DS,Nintendo,6.3,0.15,0.08,0.02,0.03,0.01,2016.0
10497,cave story 3d,Platform,E10,3DS,NIS America,8.2,0.15,0.09,0.03,0.01,0.01,2011.0
10521,heroes of mana,Strategy,E10,DS,Square Enix,6.4,0.14,0.07,0.01,0.05,0.01,2007.0
10601,victorious boxers revolution,Fighting,T,Wii,Xseed Games,5.8,0.14,0.07,0.0,0.06,0.01,2007.0
10661,trinity souls of zill oll,Role Playing,T,PS3,Tecmo Koei,5.5,0.14,0.06,0.03,0.03,0.01,2011.0
10706,x blades,Action,M,X360,SouthPeak Interactive,6.0,0.14,0.1,0.02,0.02,0.01,2009.0
10714,just cause,Action,M,X360,Eidos Interactive,7.3,0.14,0.1,0.03,0.01,0.01,2006.0
10746,secret agent clank,Platform,E10,PSP,Sony Computer Entertainment,7.0,0.14,0.04,0.04,0.04,0.02,2008.0
10758,ultimate muscle the kinnikuman legacy legends vs new generation,Fighting,T,GC,Bandai,8.0,0.14,0.04,0.01,0.08,0.0,2003.0
10778,rodea the sky soldier,Action Adventure,E10,WiiU,NIS America,7.0,0.14,0.1,0.02,0.01,0.01,2015.0
10803,valhalla knights eldar saga,Role Playing,T,Wii,Xseed Games,3.5,0.14,0.1,0.01,0.01,0.01,2009.0
10828,metal slug 7,Shooter,T,DS,Ignition Entertainment,6.9,0.14,0.12,0.0,0.01,0.01,2008.0
10842,metal gear solid v ground zeroes,Action Adventure,M,X360,Konami Digital Entertainment,8.3,0.14,0.06,0.05,0.01,0.01,2014.0
10845,naruto shippuden kizuna drive,Action,T,PSP,Namco Bandai,7.0,0.14,0.04,0.03,0.05,0.02,2011.0
10848,x blades,Action,M,PS3,SouthPeak Interactive,5.9,0.14,0.07,0.03,0.02,0.01,2009.0
10977,blazblue continuum shift ii,Fighting,T,PSP,Aksys Games,7.5,0.13,0.03,0.02,0.07,0.01,2011.0
11010,rumble roses xx,Fighting,M,X360,Konami,6.5,0.13,0.07,0.01,0.04,0.01,2006.0
11089,eat lead the return of matt hazard,Shooter,T,PS3,D3 Publisher,5.3,0.13,0.09,0.02,0.0,0.01,2009.0
11280,eat lead the return of matt hazard,Shooter,T,X360,D3 Publisher,5.5,0.12,0.1,0.01,0.0,0.01,2009.0
11318,echo night,Adventure,T,PS,Agetec,6.3,0.12,0.03,0.02,0.07,0.01,1999.0
11355,undead knights,Action,M,PSP,Tecmo,6.6,0.12,0.05,0.01,0.06,0.01,2009.0
11469,tenchu shadow assassins,Action,M,PSP,Ubisoft,7.5,0.12,0.03,0.03,0.05,0.01,2009.0
11474,the sky crawlers innocent aces,Simulation,T,Wii,Xseed Games,7.3,0.12,0.08,0.02,0.01,0.01,2010.0
11585,lost in shadow,Platform,E10,Wii,Hudson Soft,6.7,0.12,0.09,0.0,0.01,0.01,2011.0
11724,the king of fighters xii,Fighting,T,X360,Ignition Entertainment,6.4,0.11,0.09,0.0,0.01,0.01,2009.0
11752,mana khemia student alliance,Role Playing,E10,PSP,Nippon Ichi Software,3.2,0.11,0.06,0.0,0.03,0.01,2009.0
11817,calling,Adventure,T,Wii,Hudson Soft,4.8,0.11,0.06,0.04,0.0,0.01,2010.0
11880,blazblue calamity trigger portable,Fighting,T,PSP,Aksys Games,7.9,0.11,0.07,0.01,0.03,0.01,2010.0
11885,odama,Misc,E10,GC,Nintendo,6.5,0.11,0.07,0.02,0.02,0.0,2006.0
11979,prinny can i really be the hero,Platform,T,PSP,NIS America,7.2,0.11,0.04,0.01,0.05,0.01,2009.0
11992,blazblue continuum shift ii,Fighting,T,3DS,Aksys Games,6.0,0.11,0.05,0.02,0.04,0.01,2011.0
12110,carnage heart,Strategy,E,PS,Sony Computer Entertainment,7.1,0.11,0.01,0.01,0.09,0.01,1997.0
12219,ju on the grudge,Adventure,M,Wii,Xseed Games,4.0,0.1,0.07,0.01,0.01,0.01,2009.0
12329,baten kaitos origins,Role Playing,T,GC,Nintendo,7.5,0.1,0.06,0.02,0.02,0.0,2006.0
12425,bullet witch,Shooter,M,X360,Atari,6.6,0.1,0.07,0.01,0.02,0.01,2007.0
12498,opoona,Role Playing,E10,Wii,KOEI,6.4,0.1,0.08,0.0,0.01,0.01,2008.0
12554,dead or alive 5 last round,Fighting,M,XOne,Tecmo Koei,7.5,0.1,0.05,0.03,0.01,0.01,2015.0
12556,blue dragon awakened shadow,Role Playing,E10,DS,D3 Publisher,5.7,0.1,0.06,0.0,0.03,0.0,2010.0
12571,shadow tower,Role Playing,T,PS,Agetec,5.7,0.1,0.01,0.01,0.07,0.01,1999.0
12618,steel battalion,Simulation,T,XB,Capcom,7.7,0.1,0.05,0.02,0.02,0.0,2002.0
12689,arcania gothic 4,Role Playing,T,X360,JoWood Productions,6.2,0.09,0.04,0.04,0.01,0.01,2010.0
12732,space invaders extreme,Shooter,E,PSP,Square Enix,8.2,0.09,0.06,0.02,0.01,0.01,2008.0
12850,last rebellion,Role Playing,T,PS3,NIS America,4.8,0.09,0.06,0.01,0.01,0.01,2010.0
12910,mystic heroes,Action,T,GC,KOEI,6.8,0.09,0.03,0.01,0.04,0.0,2002.0
12995,battle fantasia,Fighting,T,X360,Aksys Games,7.0,0.09,0.07,0.0,0.01,0.01,2008.0
13027,nba 2k18,Sports,E10,PS3,2K Sports,7.0,0.09,0.06,0.01,0.01,0.01,2017.0
13056,theme hospital,Strategy,E,PS,Electronic Arts,7.2,0.09,0.03,0.02,0.03,0.01,1998.0
13075,killer7,Action,M,PS2,Capcom,6.5,0.09,0.04,0.03,0.0,0.01,2005.0
13391,a train,Strategy,E,PS,Maxis,6.0,0.08,0.02,0.01,0.04,0.01,1996.0
13395,earth defense force 2017,Shooter,T,X360,D3 Publisher,7.4,0.08,0.04,0.01,0.03,0.0,2007.0
13444,new international track amp field,Sports,E10,DS,Konami,7.4,0.08,0.07,0.0,0.0,0.01,2008.0
13572,elebits the adventures of kai and zero,Adventure,E,DS,Konami,7.5,0.08,0.07,0.0,0.0,0.01,2009.0
13589,baroque,Role Playing,T,Wii,Atlus,5.2,0.08,0.07,0.0,0.0,0.01,2008.0
13765,the rub rabbits,Puzzle,T,DS,Sega,7.3,0.07,0.03,0.0,0.04,0.0,2006.0
13906,tank tank tank,Misc,E10,WiiU,Namco Bandai Games,4.7,0.07,0.02,0.01,0.05,0.0,2012.0
13943,sushi striker the way of sushido,Puzzle,E,NS,Nintendo,7.9,0.07,0.02,0.01,0.03,0.0,2018.0
14052,dragoneers aria,Role Playing,E10,PSP,NIS America,5.2,0.07,0.02,0.0,0.05,0.0,2007.0
14107,blazblue cross tag battle,Fighting,T,NS,Arc System Works,8.0,0.07,0.04,0.01,0.01,0.01,2018.0
14170,rpg maker fes,Role Playing,E10,3DS,NIS America,7.0,0.07,0.03,0.0,0.02,0.0,2017.0
14578,vampire rain altered species,Action,M,PS3,Ignition Entertainment,3.5,0.06,0.05,0.0,0.0,0.01,2008.0
14601,disgaea 1 complete,Role Playing,T,NS,NIS America,8.0,0.06,0.03,0.01,0.01,0.0,2018.0
14664,warriors orochi 2,Action,T,X360,KOEI,4.6,0.06,0.04,0.0,0.01,0.0,2008.0
14972,virtua striker 2002,Sports,E,GC,Sega,6.6,0.05,0.01,0.0,0.03,0.0,2002.0
15289,grimgrimoire,Strategy,E10,PS2,NIS America,7.7,0.05,0.01,0.01,0.03,0.0,2007.0
15834,metal gear solid digital graphic novel,Misc,M,PSP,Konami,7.6,0.04,0.02,0.0,0.02,0.0,2006.0
17047,gotcha force,Shooter,E,GC,Capcom,5.8,0.03,0.01,0.0,0.01,0.0,2003.0
